02-05-20,06:19:46,symbol, open, high, low, close, trades, volume, vwap, lastSize, turnover, homeNotional, foreignNotional
02-05-20,06:20:15,XBTUSD, 8839.5, 8839.5, 8838.5, 8838.5, 371, 800848, 8839.3883, 84, 9060368021, 90.60368021, 800848
02-05-20,06:21:15,XBTUSD, 8838.5, 8839, 8838, 8838, 154, 881078, 8838.607, 4000, 9968693032, 99.68693032, 881078
02-05-20,06:22:15,XBTUSD, 8838, 8838, 8837, 8837.5, 123, 386555, 8837.8259, 1, 4374138537, 43.741385369999996, 386555
02-05-20,06:23:15,XBTUSD, 8837.5, 8837.5, 8837, 8837.5, 67, 257932, 8837.8259, 1, 2918738700, 29.187386999999998, 257932
02-05-20,06:24:15,XBTUSD, 8837.5, 8837.5, 8837, 8837.5, 106, 246000, 8837.8259, 1, 2783699690, 27.8369969, 246000
02-05-20,06:25:15,XBTUSD, 8837.5, 8837.5, 8833, 8833, 272, 622827, 8836.264, 1500, 7049061496, 70.49061496, 622827
02-05-20,06:26:15,XBTUSD, 8833, 8833, 8832.5, 8833, 57, 97943, 8833.1419, 24, 1108871473, 11.088714730000001, 97943
02-05-20,06:27:15,XBTUSD, 8833, 8833, 8830, 8830, 234, 454083, 8831.5817, 150, 5141597387, 51.41597387, 454083
02-05-20,06:28:15,XBTUSD, 8830, 8830, 8829.5, 8829.5, 100, 93206, 8830.0221, 20, 1055580485, 10.55580485, 93206
02-05-20,06:29:15,XBTUSD, 8829.5, 8829.5, 8828, 8828, 150, 246495, 8829.2425, 1, 2791860690, 27.918606900000004, 246495
02-05-20,06:30:15,XBTUSD, 8828, 8837, 8828, 8837, 2928, 970491, 8830.0221, 10, 10991411134, 109.91411133999998, 970491
02-05-20,06:31:15,XBTUSD, 8837, 8837, 8836.5, 8837, 264, 230082, 8837.0449, 2964, 2603616886, 26.03616886, 230082
02-05-20,06:32:15,XBTUSD, 8837, 8837, 8836.5, 8837, 33, 95866, 8837.0449, 2224, 1084827468, 10.848274680000001, 95866
02-05-20,06:33:15,XBTUSD, 8837, 8837, 8836.5, 8836.5, 76, 211438, 8837.0449, 8, 2392822749, 23.92822749, 211438
02-05-20,06:34:15,XBTUSD, 8836.5, 8837, 8836.5, 8837, 39, 52682, 8837.0449, 1657, 596171233, 5.961712330000001, 52682
02-05-20,06:35:15,XBTUSD, 8837, 8837, 8836.5, 8837, 49, 54851, 8837.0449, 71, 620699668, 6.20699668, 54851
02-05-20,06:36:15,XBTUSD, 8837, 8837, 8836.5, 8836.5, 54, 277763, 8837.0449, 200, 3143441792, 31.43441792, 277763
02-05-20,06:37:15,XBTUSD, 8836.5, 8837, 8836.5, 8837, 51, 43019, 8837.0449, 500, 486831334, 4.86831334, 43019
02-05-20,06:38:15,XBTUSD, 8837, 8845.5, 8836.5, 8845.5, 1454, 2853101, 8840.1697, 600, 32275730611, 322.75730611, 2853101
02-05-20,06:39:15,XBTUSD, 8845.5, 8845.5, 8843.5, 8844, 157, 476915, 8844.8611, 5169, 5392059825, 53.92059825000001, 476915
02-05-20,06:40:15,XBTUSD, 8844, 8844, 8843.5, 8843.5, 52, 123377, 8844.0789, 1, 1395109549, 13.95109549, 123377
02-05-20,06:41:15,XBTUSD, 8843.5, 8844, 8843.5, 8844, 39, 102344, 8844.0789, 1, 1157208495, 11.572084949999997, 102344
02-05-20,06:42:15,XBTUSD, 8844, 8844, 8843.5, 8843.5, 20, 32589, 8844.0789, 3735, 368496809, 3.68496809, 32589
02-05-20,06:43:15,XBTUSD, 8843.5, 8844, 8843.5, 8844, 186, 649632, 8844.0789, 5, 7345396977, 73.45396977, 649632
02-05-20,06:44:15,XBTUSD, 8844, 8844, 8843.5, 8844, 49, 92359, 8844.0789, 80, 1044327747, 10.44327747, 92359
02-05-20,06:45:15,XBTUSD, 8844, 8844, 8843.5, 8843.5, 85, 232321, 8844.0789, 1, 2626853653, 26.26853653, 232321
